med,kur,skew,r_max,sigma_snr,engy,rms,Leith,Rician,growth_time,SPE,growth_time_power,Power_ratio_first,Power_ratio_second,Power_ratio_third,peak_number,engy_power,med_power,rms_power,kur_power,SPE_power,skew_power,Rician_power,type
0.0196588074265698,154.604847828141,11.1165982463898,73.1364574566156,85.8465395289178,94250.6675909675,0.0078583486243019,144.031885809539,172.170607614642,1036,0.00077597813708881,0,1,0.391255918221825,0,3,53.0144764278483,225.224182313742,6593.61651638795,89.0429651516726,0.0188627723478696,8.69861159252559,79.5437853741859,0
0.0501501997539763,196.35975815752,12.5232746715271,72.8125457057431,85.7577654295636,89311.649082359,0.0078759011565431,184.397359265416,224.467805592804,1036,0.000815263702482963,0,1,0.365832549451609,0,3,52.0834018517658,348.126567182611,5890.67961592627,92.5560449389391,0.0191999747413983,8.89315179263747,81.0194760268733,0
0.0517060343142251,197.277074415711,12.5753261344487,69.0577977022752,84.6988760365028,80916.8622279501,0.00799953908632773,186.316374765292,224.269239586148,1041,0.000853441369337001,0,1,0.373886657351706,0,3,52.3453079641404,379.537751102205,5533.99021158943,90.9626866891336,0.0191039090014535,8.81740372147581,80.4272082670869,0
0.0513588254213142,198.347216810166,12.6183478533057,72.272243474012,85.6088029552656,88656.9494596155,0.0077336246818108,188.141693734666,223.097757711351,1041,0.00081518982904925,0,1,0.367131920301154,0,3,51.9178794010464,265.334409653766,5358.8065089949,92.4031127752434,0.0192611873122816,8.89646143132593,80.9947546333883,0
0.0511490548716364,196.019338886082,12.5275446035817,67.5509847015478,84.2576528334597,80516.6899718343,0.00773311155246197,185.244492135282,214.861950305752,1046,0.000838968724685255,0,1,0.377191055250788,0,3,51.9893741769226,277.461818006011,5759.45665562255,91.8900350090154,0.0192346997022304,8.86493402855637,81.0687776902741,0
0.0509932253634801,192.314125988807,12.3679287310396,68.4064348741094,84.5093379462079,80171.5296941393,0.00770703412407659,181.0864259919,221.60586752432,1041,0.000853250962468663,0,1,0.37333878310892,0,3,52.6365711245199,254.468865500284,6222.19842598341,90.6037592121762,0.0189981979949709,8.7825586027263,80.1649090408656,0
0.0517903262416535,188.512107373092,12.2339151915585,64.8850112454918,83.4523329100676,71165.9492678855,0.00775308840801948,177.141189517027,226.161007672064,1049,0.000911742369953491,0,1,0.394846953071041,0,3,53.3585779716466,624.874593286534,7096.1746264093,87.882579038781,0.0187411291307533,8.63767976778946,79.1992096641762,0
0.0514576329628882,198.543144932513,12.6127670536046,69.1276104102315,84.7190844549891,78418.0630610628,0.00728222746144344,186.999738888697,232.2269134613,145,0.000881526624247311,0,1,0.366717227677738,0,3,51.7759775534295,212.236468776325,6190.95894804552,92.957421816127,0.0193139762347908,8.91658850267681,81.480657681513,0
0.0509019052471813,150.381772206796,10.7296579609588,43.4362059854861,75.4258666523817,39553.8824107722,0.00980875251843033,136.50972632413,184.918014794987,1049,0.00109815278142346,0,1,0.533592013729288,0,3,57.4821090637782,6039.09827942895,53040.9484064345,78.5654538558063,0.0173967172792924,8.16306923539381,74.4591366256633,0
0.0505187694638808,152.497585059321,10.8959599703406,50.8449090266659,78.5756000002557,49665.2023481993,0.00900522863078863,140.467480892072,199.953304010486,1042,0.00102375318377233,0,1,0.511590583780533,0,3,60.5514747396886,5455.01496442072,20583.9035721194,73.274341148681,0.0165148743989971,7.87906739218942,70.5154951474081,0
0.0499658509891657,189.022842704161,12.272688002056,65.2351090902611,83.5599561396428,72160.1567644861,0.00767170144989747,177.328496317934,222.989747219739,1044,0.000904032252911718,0,1,0.408619962875881,0,3,53.2960907270916,291.197787481425,6537.80889886205,88.5393180748718,0.0187631022530453,8.69210664118136,79.1950825970153,0
0.0514041860699841,187.094393579521,12.2132208399396,64.3383824232585,83.2831276084042,71550.4523063093,0.00802719757515386,176.310512627326,220.052163376046,1044,0.000899203014787723,0,1,0.414766832091522,0,3,53.5988189228087,4144.02070737653,7637.81589690624,87.519396203363,0.0186571275281302,8.64935402445819,78.681268652027,0
0.0477601921441435,198.169100871014,12.6427614371586,71.2272198783264,85.3175009404231,83586.7008779143,0.00784857509955526,187.570490931748,224.720440518665,1039,0.000852135795888869,0,1,0.368096302799601,0,3,51.4867054574615,323.385013070064,5246.82502066279,93.6722949550076,0.0194224895750264,8.96714894922899,81.7604331278042,0
0.0516170081797972,198.969961372565,12.6335452041315,71.5482160665975,85.4074314601912,85508.9488811044,0.00773891599631484,188.091231345261,227.630467867297,1044,0.0008367336635851,0,1,0.366307768222143,0,3,51.8000724683945,274.887217759581,5431.78055371146,92.7874796441245,0.0193049922972626,8.9165763308331,81.2272908765845,0
0.051180377116219,203.31550759927,12.8000295165265,73.379744397121,85.9129587128779,90970.2664310436,0.00763456233622814,192.532547713144,224.196133912384,1044,0.000806634379297367,0,1,0.3557902874001,0,3,51.1644215599939,4716.31947851329,9000.53494097634,94.336970830395,0.0195448315354729,8.99367706483448,82.4121761615792,0
0.0503959856399101,186.765117324781,12.1873568213832,64.6962516363101,83.3940653060957,74244.6017060328,0.00827543603513342,175.678978068509,213.111864172836,1044,0.000871393342407184,0,1,0.398472623738449,0,3,53.0025843490333,263.952229482884,5973.2433903516,89.1051311319177,0.0188670045485855,8.72933371376146,79.4182701146844,0
0.0398507015133746,182.958957888983,12.1049524551473,68.7554428856939,84.6111180531884,79524.7158786437,0.00808666779795121,172.137427954931,209.071113635597,1041,0.000864579547704591,0,1,0.369542568231382,0,3,52.1087495517574,216.463139916366,5582.26402679026,92.327582902916,0.0191906351352136,8.89371040998393,80.8107032398451,0
0.0505446129871086,184.841834371591,12.1601331635327,64.9985327788065,83.4872939401425,71662.0250973789,0.00792973027640607,174.818090945665,222.622698009248,1044,0.000907015015142014,0,1,0.414765639599816,0,3,54.1348692664723,283.05570723813,6216.56262993678,86.8140073555443,0.0184723822842838,8.61408678958049,77.85255344116,0
0.0517383612962044,181.174162081204,11.9999253924492,62.9783035943933,82.8558055937199,73257.4539689592,0.00814381352635665,170.847221716746,206.434502096378,385,0.000859684580644566,0,1,0.426856542954015,0,3,54.6074894419297,233.958254376055,6926.96161929957,85.0684202595124,0.0183125064019545,8.52015582304687,77.1500776182009,0
0.0220490256779012,45.9260889421099,4.7913789359094,64.3503580670949,83.2868499678975,4974.46581027968,0.0209818851797445,26.3699198145926,132.152958778796,153,0.00273303106685606,0,1,0.397276944362067,0,3,53.1899108351549,222.358915721479,5880.8757723568,88.7355012083701,0.0188005579309802,8.70764049439699,79.0990200843309,0
0.0106159917386201,138.910354351311,10.5480701239755,63.2187662702916,82.9320238346591,73799.5094325938,0.00813089131811828,129.559706382305,151.880024327561,153,0.000856628543419163,0,1,0.40627805272461,0,3,53.5639211744667,275.218113754586,5865.8220461595,87.7788962258957,0.0186692829440703,8.66265381701452,78.5368061040776,0
0.0340290209554739,169.877937905809,11.6663076549933,66.0587067816537,83.810876867008,73791.93858754,0.00801016253321778,159.02287876567,200.242357350943,1041,0.000895202213766042,0,1,0.396277690698398,0,3,53.0111545867621,219.548111412668,5875.98861263532,89.1426011602164,0.0188639543468785,8.72890950010996,79.3675594112226,0
0.0511686562246831,187.060246000517,12.2114274863791,66.867587518328,84.0542871645088,77244.3800190575,0.00796076687935639,176.653743100958,219.603291105353,1046,0.00086566281588163,0,1,0.39575927972624,0,3,53.275204099801,211.928587859985,5955.09009769739,88.2344852237015,0.0187704583566998,8.6782311845299,78.9871918492533,0
0.0231545487148307,25.620451526097,3.70243851002982,68.1688895153938,84.4397659062173,5208.77724628923,0.0197514684890532,15.6244553763503,94.3472103797694,1046,0.00222879530237484,0,1,0.376972543552328,0,3,52.517576933375,213.35296597427,5577.75345432388,90.7116832739653,0.0190412440632709,8.80770430899186,80.0854531533722,0
0.048989708236727,195.960758283972,12.549598692022,72.7235459939864,85.7333042194785,87134.6288034162,0.0077700183298064,185.222545410678,226.828820995432,1041,0.000834611301989447,0,1,0.367671751353707,0,3,51.7047652080848,265.100653702694,5212.05663916699,93.0748062406471,0.0193405771397572,8.93674144735848,81.3247115776109,0
0.0510828328588989,191.992284647734,12.4050421486509,70.5882966739744,85.1372872253494,85251.3137356477,0.00790121977854459,181.629685021568,221.358300852169,1046,0.000828002450412187,0,1,0.387797056786081,0,3,52.7230807571865,223.741413572416,5507.14214779771,90.3312635174977,0.0189670251745237,8.7961376088241,79.7750611114112,0
0.0517293058238043,194.986462306866,12.5027973581311,70.1627869146395,85.0163613909506,86308.7286284574,0.00796590335526053,184.357218168441,216.92020066379,1046,0.000812928055245454,0,1,0.380485699976913,0,3,52.2114616167088,5859.54826442761,11896.7492702817,91.735750363082,0.019152882701142,8.86996730997425,80.7110385504995,0
0.0381264173496586,177.816218089689,11.9227082657442,68.7779892047057,84.6176753880475,81813.0907263233,0.00853296054520086,166.41022993993,201.369204347262,1046,0.000840672178426532,0,1,0.372664844147774,0,3,51.8589483744049,220.928825269212,5219.14565177759,92.4991961162662,0.0192830751749982,8.90643042060683,81.1270734659539,0
0.00892406975143505,139.102656193289,10.5277031769458,67.5063108157838,84.244421741508,77487.3365492812,0.00827058886035765,128.70566371628,163.004008890277,1044,0.000871191523957601,0,1,0.385020437299128,0,3,52.2462193559932,293.917495258701,5754.5256476411,91.3432191142514,0.0191401409006504,8.84473410538007,80.5878294351966,0
0.0515624659230533,194.606357194923,12.4679352343998,68.9094723338271,84.6558729603229,80373.6349866317,0.00860313885660304,183.178447104867,224.809227723219,1044,0.000857364138691606,0,1,0.377044285443287,0,3,51.7625893080265,273.330074586805,5382.95277440106,92.6273401670371,0.0193189717394013,8.91280443054598,81.2326439022638,0
0.0104854071684723,142.465359483931,10.6697767990828,68.8899342346461,84.6502014992337,81908.5209163984,0.00848570047638489,132.054451009488,162.624265132756,1044,0.000841059433913598,0,1,0.377833006619946,0,3,51.9265306017078,229.702053819685,5554.86103499638,92.4921048231203,0.0192579783092058,8.90772372742289,81.0161574861816,0
0.0500555335117285,201.182060828714,12.7139193790585,72.2247171767358,85.5956466096163,86647.6610415154,0.00813034550287897,189.633677635268,226.806054267885,1036,0.000833544914064453,0,1,0.353866163801702,0,3,51.0242676324973,211.94878838299,5241.71720482848,95.1464826203714,0.0195985174584476,9.03773737632726,82.4269470611284,0
0.0469143949270066,191.558577633942,12.4066816613664,71.609647191961,85.4245960441647,85145.3959746637,0.00800621732012078,180.504791822001,222.351666850896,1041,0.000841027825077819,0,1,0.38122327168834,0,3,51.8678926801113,275.699888658476,5492.59256360216,92.5415682564571,0.019279749924821,8.91004467904262,81.1032791480936,0
0.0423714595178932,184.686723412752,12.1796902589822,70.3349524820536,85.0653773122965,83643.0621385727,0.00797611292109556,173.857323655268,211.838722223275,1041,0.000840894040506655,0,1,0.382736409246016,0,3,52.0297763528517,216.017074918622,5530.47421276162,92.1491903151781,0.0192197635680437,8.88979626564882,80.8364199720373,0
0.0517786156901191,199.308082551827,12.6451562287475,71.1750282997643,85.3028406154446,87242.5454561323,0.00796348801358039,187.978623289888,221.344255877511,145,0.000815829340233463,0,1,0.368786626145497,0,3,51.5460734434576,2627.98969793863,5890.86684163107,93.0648997642137,0.0194001197995601,8.93228059597984,81.7736297270179,0
0.0511453879683689,203.858997483426,12.8421270652812,72.371921543965,85.6363680038024,89496.5730749175,0.00767486496790323,193.051033225817,221.674811439975,145,0.000808655784879971,0,1,0.352479754424117,0,3,50.802445552977,290.225833040787,4870.43219679698,96.4098867455838,0.0196840917620235,9.11722532290856,82.7771248063357,0
0.0517890309787362,159.591122051192,11.2750364092553,51.0135902104077,78.6418414388024,49208.2269298819,0.00946984423264978,148.447585592614,203.240785316132,1049,0.00103668824083213,0,1,0.519442218580704,0,3,57.6001888937089,681.610505293932,6815.37744743373,78.9034562916503,0.017361054177189,8.25637869748412,73.1799279073037,0
0.0443289023419364,196.686890456828,12.5810473107386,74.2127319827103,86.1387145103385,90593.2737523981,0.00761567546214111,185.106228373357,220.768743331553,153,0.000819185894369403,0,1,0.35064233036784,0,3,50.1747019682484,270.154059316688,5232.39651716315,96.9713476839477,0.0199303625287664,9.12194703817407,83.7790893041971,0
0.0132237226434256,150.152174548738,10.9943323670872,69.3164567042274,84.7736469696736,84076.7596233895,0.00827366692755662,139.694228600836,164.123050531625,1041,0.000824442533403062,0,1,0.377329458380287,0,3,51.5116035660829,260.842250551756,5066.53596699555,93.2024744723337,0.0194131017241024,8.94478272683492,81.5768595046882,0
0.0513336204080831,184.478405778019,12.1232878920452,62.2253614650269,82.6152531447363,68992.8502301772,0.00870960044583616,173.40973709521,213.470252869197,1049,0.000901910288637559,0,1,0.410643658137007,0,3,53.24445315594,265.190494061804,5796.23282226614,88.8984404719398,0.0187812990974148,8.72997102330737,79.0200217147633,0
0.0236144699845221,163.993025762158,11.4999907806489,71.8404712570863,85.4889596757421,88750.8296521741,0.00773623636544588,153.718627762705,181.598199683644,1041,0.000809462531659009,0,1,0.371982507425101,0,3,51.4835381200912,224.382950204273,5204.77062779985,93.4075581600899,0.0194236844730327,8.95087527632104,81.6471114842313,0
0.0515313354919135,185.034446001708,12.1424295632766,66.6348217645904,83.9845458045288,75819.1920464563,0.00834555359199963,174.344778616465,222.90934916457,1046,0.000878864835749787,0,1,0.406966386329859,0,3,53.3885810276842,218.63648751646,5823.28519773706,88.1581932541254,0.0187305970818265,8.68241154541173,78.8259664368531,0
0.051538038297487,194.838070187985,12.4959673417508,67.489246706476,84.239365542708,77732.8158063346,0.00832215786118528,183.683746879209,222.890180460701,1046,0.000868220789461948,0,1,0.384817875794642,0,3,52.1707096359399,289.909213876038,5372.51179334794,91.5866149781284,0.0191678435462781,8.86095943015836,80.6293573768083,0
0.0136818147855976,77.2390343819606,7.14094743291823,72.3990155555814,85.6438540400125,9323.78680635254,0.0190968864256507,53.1929682188327,126.440538424017,1046,0.00208084834121843,0,1,0.344730254158593,0,3,50.9120463234048,208.607624770243,5079.72331725174,95.472239240259,0.019641716886565,9.05069705461644,82.5546743717326,0
0.046545871631073,196.343873697542,12.5816333712735,72.8633069017185,85.7717035523538,89197.5483182961,0.00776181629391959,185.594128076571,218.845130887084,150,0.000816875668395169,0,1,0.363010953619931,0,3,51.4390163668977,265.633972339251,5232.6703317019,93.6227195232666,0.0194404961569896,8.95662835338822,81.7184026371759,0
0.0214709483675242,45.3927516441845,4.85850920631487,67.9051131497138,84.3622267169787,5485.32375629328,0.0197143794242049,26.8986012163423,135.319809132356,1044,0.00265411942016639,0,1,0.394015627438167,0,3,52.7688863020218,276.532477945733,5801.78441039283,89.715843919548,0.0189505610233371,8.75746089854377,79.7167654788127,0
0.0193395381573448,57.1085254991564,5.62837134961193,65.7399625732328,83.7141399784185,6515.56743724088,0.0195848562555908,35.4716311703779,123.066024772092,1044,0.00237155914401114,0,1,0.407756883819079,0,3,53.3903581449267,273.487844064871,5997.51055137114,88.0490379751866,0.0187299736271768,8.67267546712138,78.8236442149691,0
0.0353326918186295,181.4360564898,12.0930518494129,70.522271157748,85.1185712575634,84930.5513499394,0.00759721352542841,170.774743863321,199.548504354963,150,0.000830352211740331,0,1,0.359268329730756,0,3,51.1347983118752,225.6454739276,5566.97209095816,94.879645609783,0.0195561541848844,9.02216479957697,82.3193764141949,0
0.00793848109737369,86.7281997551092,8.00561850633518,69.8451282932527,84.9256067601168,17094.2184688534,0.0153154805952203,68.8268041350298,115.246687429473,1041,0.00152922993641555,0,1,0.361235642190872,0,3,51.7463116646506,215.888772166447,5643.07910816392,92.6950214042308,0.0193250488359565,8.90075905233244,81.3346679062223,0
0.0514353659340282,197.59089273692,12.5952409534214,69.8499830736135,84.926996867563,80462.3112051823,0.00776392230089456,187.001215059146,230.121732400182,1036,0.00086810808721978,0,1,0.390806237687897,0,3,51.6289714256691,291.84180071489,5759.84015054821,91.9452427936527,0.0193689700256708,8.86318364129393,81.452779013802,0
0.0242186292573365,20.0085817752261,3.2980985671361,69.3994415398938,84.7975764100958,4448.5794193965,0.0193754689408881,12.5459954018723,68.491431895906,150,0.00203982336126997,0,1,0.374983057526616,0,3,52.2950154297467,267.717487297542,5472.44485885723,91.3045205891497,0.01912228138346,8.83790936657641,80.3973273143467,0
0.0129785292856605,80.6554874681226,7.28694233125135,67.6648015403119,84.2913225310026,8832.28045713852,0.0179797972179647,57.7482437604519,127.01668107914,1041,0.00217171428960559,0,1,0.393790178055407,0,3,52.90791337726,268.054459179995,5516.98185707572,90.2914373392334,0.0189007642934148,8.80413273790412,79.4663068630356,0
0.051186113842945,192.527646828157,12.3985796644592,66.5169879304663,83.9491474527814,74548.731384605,0.00785546548305199,182.051424198932,224.917473054181,1049,0.000892261835916403,0,1,0.393993422098095,0,3,52.2043726099488,267.520339463235,5791.43719259651,90.5421261548804,0.0191554835352897,8.79730306305871,80.5706986550088,0
0.0453716163370724,191.642717036996,12.4005375956994,70.7368748146229,85.179340086513,81259.4734020593,0.00732513353144847,181.836409745539,224.165098692997,1044,0.000870506192731864,0,1,0.36440230014439,0,3,51.7097758171791,236.846785173425,5623.48376525269,92.4825872404285,0.0193387030633341,8.88872561360242,81.2804439373944,0
0.02121644365254,30.7890638206479,4.19653703578003,71.5585567215371,85.4103217929843,5299.38639529109,0.0188705405187573,19.8054406477548,88.5514999167352,153,0.00219575922780253,0,1,0.360433038098771,0,3,51.4564342895321,261.738570154278,5402.33692580952,94.0448459128775,0.0194339155794056,8.98273700246468,81.6724651217103,0
0.0208766067916054,28.6393177061849,4.11964218706401,66.1059752332824,83.8251827928949,5237.44307376553,0.0185065862527205,19.4002444028534,89.4488869267198,1044,0.00224842968257742,0,1,0.381758559045929,0,3,52.4341108752143,278.667353548187,6234.53701702152,90.4936178112224,0.0190715544386718,8.78635113126679,80.2451738232946,0
